email,action,dt
ya.ru,READ,2024-09-23 18:17:26
gmail.com,READ,2024-09-23 12:09:06
ya.ru,CREATE,2024-09-23 02:00:07
mail.ru,CREATE,2024-09-23 13:46:56
mail.ru,UPDATE,2024-09-23 00:07:11
ya.ru,READ,2024-09-23 14:56:27
gmail.com,READ,2024-09-23 08:56:26
gmail.com,CREATE,2024-09-23 19:18:43
ya.ru,UPDATE,2024-09-23 14:23:19
ya.ru,CREATE,2024-09-23 02:26:58
ya.ru,DELETE,2024-09-23 03:45:17
gmail.com,READ,2024-09-23 15:18:17
gmail.com,CREATE,2024-09-23 09:30:25
ya.ru,UPDATE,2024-09-23 19:58:51
gmail.com,READ,2024-09-23 11:29:54
mail.ru,READ,2024-09-23 10:54:11
mail.ru,CREATE,2024-09-23 23:29:14
mail.ru,CREATE,2024-09-23 06:40:02
gmail.com,UPDATE,2024-09-23 02:36:03
mail.ru,DELETE,2024-09-23 10:25:15
mail.ru,CREATE,2024-09-23 10:15:05
mail.ru,CREATE,2024-09-23 09:33:28
ya.ru,UPDATE,2024-09-23 06:29:03
mail.ru,UPDATE,2024-09-23 06:06:51
gmail.com,CREATE,2024-09-23 03:49:19
ya.ru,READ,2024-09-23 09:22:46
mail.ru,UPDATE,2024-09-23 14:39:43
ya.ru,UPDATE,2024-09-23 06:27:31
gmail.com,DELETE,2024-09-23 17:35:42
gmail.com,CREATE,2024-09-23 02:49:52
gmail.com,UPDATE,2024-09-23 02:45:56
ya.ru,UPDATE,2024-09-23 12:04:57
gmail.com,UPDATE,2024-09-23 17:00:45
ya.ru,UPDATE,2024-09-23 09:26:24
ya.ru,CREATE,2024-09-23 07:03:30
mail.ru,DELETE,2024-09-23 07:00:31
mail.ru,DELETE,2024-09-23 14:22:49
mail.ru,DELETE,2024-09-23 00:19:35
mail.ru,DELETE,2024-09-23 13:10:58
mail.ru,READ,2024-09-23 08:32:09
gmail.com,CREATE,2024-09-23 18:38:40
gmail.com,UPDATE,2024-09-23 08:17:17
mail.ru,CREATE,2024-09-23 04:30:42
mail.ru,UPDATE,2024-09-23 01:56:10
mail.ru,READ,2024-09-23 01:40:24
gmail.com,CREATE,2024-09-23 13:15:56
ya.ru,READ,2024-09-23 06:57:32
mail.ru,DELETE,2024-09-23 02:42:45
mail.ru,READ,2024-09-23 05:01:28
mail.ru,DELETE,2024-09-23 10:41:36
mail.ru,DELETE,2024-09-23 11:36:21
mail.ru,CREATE,2024-09-23 22:04:46
mail.ru,UPDATE,2024-09-23 01:52:56
mail.ru,READ,2024-09-23 11:31:37
gmail.com,UPDATE,2024-09-23 16:35:49
gmail.com,CREATE,2024-09-23 12:28:21
ya.ru,UPDATE,2024-09-23 01:08:25
gmail.com,DELETE,2024-09-23 04:34:34
mail.ru,DELETE,2024-09-23 18:13:57
mail.ru,READ,2024-09-23 07:04:06
gmail.com,READ,2024-09-23 07:39:36
gmail.com,DELETE,2024-09-23 15:47:49
ya.ru,DELETE,2024-09-23 13:12:14
mail.ru,READ,2024-09-23 05:05:05
