email,action,dt
gmail.com,READ,2024-12-11 15:34:48
gmail.com,READ,2024-12-11 01:19:42
ya.ru,DELETE,2024-12-11 17:11:20
ya.ru,READ,2024-12-11 19:23:57
ya.ru,DELETE,2024-12-11 16:02:47
ya.ru,CREATE,2024-12-11 05:37:49
gmail.com,CREATE,2024-12-11 23:45:54
ya.ru,UPDATE,2024-12-11 05:04:08
gmail.com,READ,2024-12-11 05:05:53
ya.ru,UPDATE,2024-12-11 14:58:23
ya.ru,CREATE,2024-12-11 21:52:01
gmail.com,CREATE,2024-12-11 16:09:11
mail.ru,UPDATE,2024-12-11 15:17:55
mail.ru,READ,2024-12-11 18:12:10
gmail.com,CREATE,2024-12-11 04:07:26
ya.ru,CREATE,2024-12-11 12:33:09
gmail.com,READ,2024-12-11 17:50:15
ya.ru,READ,2024-12-11 11:10:08
gmail.com,CREATE,2024-12-11 13:27:43
gmail.com,UPDATE,2024-12-11 16:15:51
mail.ru,CREATE,2024-12-11 15:53:19
mail.ru,UPDATE,2024-12-11 13:04:08
mail.ru,READ,2024-12-11 08:02:19
gmail.com,CREATE,2024-12-11 10:25:19
mail.ru,CREATE,2024-12-11 14:59:56
ya.ru,UPDATE,2024-12-11 06:43:07
gmail.com,READ,2024-12-11 06:54:04
ya.ru,READ,2024-12-11 04:19:53
gmail.com,READ,2024-12-11 11:23:09
mail.ru,DELETE,2024-12-11 08:21:15
mail.ru,CREATE,2024-12-11 14:18:34
mail.ru,CREATE,2024-12-11 00:35:11
gmail.com,DELETE,2024-12-11 20:44:50
gmail.com,DELETE,2024-12-11 09:31:36
ya.ru,UPDATE,2024-12-11 08:25:12
ya.ru,DELETE,2024-12-11 15:09:04
ya.ru,UPDATE,2024-12-11 09:02:42
mail.ru,DELETE,2024-12-11 01:18:32
mail.ru,DELETE,2024-12-11 08:46:24
gmail.com,UPDATE,2024-12-11 17:44:17
mail.ru,CREATE,2024-12-11 03:27:19
ya.ru,CREATE,2024-12-11 19:44:35
ya.ru,CREATE,2024-12-11 14:29:08
mail.ru,UPDATE,2024-12-11 13:35:10
gmail.com,UPDATE,2024-12-11 22:05:16
ya.ru,UPDATE,2024-12-11 02:47:24
mail.ru,UPDATE,2024-12-11 10:28:15
mail.ru,CREATE,2024-12-11 18:46:24
ya.ru,DELETE,2024-12-11 23:31:34
ya.ru,READ,2024-12-11 06:28:21
gmail.com,UPDATE,2024-12-11 14:29:57
ya.ru,CREATE,2024-12-11 17:20:08
gmail.com,CREATE,2024-12-11 17:28:07
mail.ru,DELETE,2024-12-11 02:30:33
gmail.com,CREATE,2024-12-11 14:01:14
ya.ru,READ,2024-12-11 23:41:50
ya.ru,CREATE,2024-12-11 17:05:03
mail.ru,CREATE,2024-12-11 11:25:11
gmail.com,UPDATE,2024-12-11 00:16:35
mail.ru,DELETE,2024-12-11 10:45:57
ya.ru,DELETE,2024-12-11 19:05:17
gmail.com,UPDATE,2024-12-11 23:01:56
ya.ru,CREATE,2024-12-11 11:10:07
mail.ru,CREATE,2024-12-11 13:13:25
mail.ru,UPDATE,2024-12-11 23:23:48
ya.ru,CREATE,2024-12-11 13:29:59
mail.ru,READ,2024-12-11 09:57:57
gmail.com,READ,2024-12-11 09:08:27
gmail.com,READ,2024-12-11 22:29:18
mail.ru,UPDATE,2024-12-11 16:38:42
ya.ru,DELETE,2024-12-11 18:06:31
ya.ru,DELETE,2024-12-11 23:59:28
mail.ru,DELETE,2024-12-11 05:03:28
ya.ru,READ,2024-12-11 06:43:44
mail.ru,DELETE,2024-12-11 18:55:25
mail.ru,UPDATE,2024-12-11 14:32:00
gmail.com,READ,2024-12-11 01:54:49
gmail.com,UPDATE,2024-12-11 16:52:05
gmail.com,READ,2024-12-11 11:58:12
mail.ru,READ,2024-12-11 11:52:52
mail.ru,CREATE,2024-12-11 09:38:09
ya.ru,UPDATE,2024-12-11 11:11:55
gmail.com,DELETE,2024-12-11 21:47:13
ya.ru,UPDATE,2024-12-11 23:50:22
ya.ru,READ,2024-12-11 11:56:53
ya.ru,READ,2024-12-11 12:51:51
mail.ru,DELETE,2024-12-11 20:34:02
gmail.com,UPDATE,2024-12-11 03:24:22
ya.ru,READ,2024-12-11 07:13:40
ya.ru,READ,2024-12-11 19:29:27
mail.ru,UPDATE,2024-12-11 23:01:09
ya.ru,READ,2024-12-11 13:07:32
mail.ru,UPDATE,2024-12-11 14:42:24
mail.ru,CREATE,2024-12-11 19:34:41
gmail.com,READ,2024-12-11 21:21:42
ya.ru,UPDATE,2024-12-11 18:10:23
mail.ru,READ,2024-12-11 13:39:32
gmail.com,UPDATE,2024-12-11 12:15:11
gmail.com,CREATE,2024-12-11 20:20:38
ya.ru,READ,2024-12-11 18:11:38
mail.ru,READ,2024-12-11 16:32:32
mail.ru,CREATE,2024-12-11 05:49:35
gmail.com,UPDATE,2024-12-11 11:54:42
mail.ru,UPDATE,2024-12-11 20:44:45
ya.ru,UPDATE,2024-12-11 05:05:54
gmail.com,CREATE,2024-12-11 12:41:43
ya.ru,READ,2024-12-11 05:11:17
ya.ru,DELETE,2024-12-11 23:53:42
gmail.com,READ,2024-12-11 02:54:50
mail.ru,DELETE,2024-12-11 10:47:03
ya.ru,READ,2024-12-11 09:38:59
ya.ru,CREATE,2024-12-11 07:26:57
mail.ru,READ,2024-12-11 00:23:40
gmail.com,READ,2024-12-11 16:56:42
mail.ru,UPDATE,2024-12-11 18:17:17
ya.ru,DELETE,2024-12-11 20:21:21
gmail.com,DELETE,2024-12-11 23:12:20
mail.ru,UPDATE,2024-12-11 12:57:23
mail.ru,UPDATE,2024-12-11 19:20:18
ya.ru,READ,2024-12-11 13:35:05
mail.ru,UPDATE,2024-12-11 04:36:41
ya.ru,CREATE,2024-12-11 12:46:00
mail.ru,CREATE,2024-12-11 18:41:57
gmail.com,CREATE,2024-12-11 04:14:46
ya.ru,READ,2024-12-11 03:57:49
gmail.com,UPDATE,2024-12-11 06:32:27
gmail.com,UPDATE,2024-12-11 01:22:39
mail.ru,READ,2024-12-11 10:59:40
mail.ru,UPDATE,2024-12-11 10:41:41
gmail.com,UPDATE,2024-12-11 19:05:56
ya.ru,READ,2024-12-11 23:24:02
mail.ru,DELETE,2024-12-11 22:52:15
mail.ru,CREATE,2024-12-11 08:37:50
gmail.com,CREATE,2024-12-11 02:32:55
ya.ru,READ,2024-12-11 20:20:15
mail.ru,READ,2024-12-11 06:45:00
mail.ru,READ,2024-12-11 22:43:20
gmail.com,UPDATE,2024-12-11 22:30:28
mail.ru,UPDATE,2024-12-11 10:48:30
gmail.com,CREATE,2024-12-11 16:17:53
mail.ru,UPDATE,2024-12-11 19:24:46
ya.ru,DELETE,2024-12-11 04:46:24
mail.ru,DELETE,2024-12-11 16:10:15
ya.ru,READ,2024-12-11 18:13:59
gmail.com,UPDATE,2024-12-11 14:00:02
