email,action,dt
gmail.com,CREATE,2024-08-20 11:20:23
gmail.com,CREATE,2024-08-20 12:40:22
gmail.com,CREATE,2024-08-20 15:07:14
mail.ru,CREATE,2024-08-20 13:56:53
ya.ru,READ,2024-08-20 05:02:26
mail.ru,DELETE,2024-08-20 02:22:13
mail.ru,UPDATE,2024-08-20 17:19:41
gmail.com,UPDATE,2024-08-20 04:39:15
ya.ru,CREATE,2024-08-20 03:55:12
ya.ru,DELETE,2024-08-20 18:53:54
mail.ru,CREATE,2024-08-20 01:50:17
mail.ru,CREATE,2024-08-20 14:01:11
ya.ru,UPDATE,2024-08-20 19:30:03
gmail.com,UPDATE,2024-08-20 14:36:24
gmail.com,UPDATE,2024-08-20 10:55:58
mail.ru,CREATE,2024-08-20 21:26:48
ya.ru,DELETE,2024-08-20 04:29:40
gmail.com,DELETE,2024-08-20 06:00:40
ya.ru,CREATE,2024-08-20 14:15:57
mail.ru,UPDATE,2024-08-20 09:54:31
gmail.com,CREATE,2024-08-20 14:17:24
gmail.com,READ,2024-08-20 06:42:03
ya.ru,DELETE,2024-08-20 18:52:15
mail.ru,UPDATE,2024-08-20 22:38:20
mail.ru,READ,2024-08-20 06:52:10
ya.ru,UPDATE,2024-08-20 04:22:36
mail.ru,READ,2024-08-20 08:40:10
ya.ru,UPDATE,2024-08-20 02:57:19
ya.ru,DELETE,2024-08-20 18:55:13
mail.ru,CREATE,2024-08-20 10:37:54
gmail.com,UPDATE,2024-08-20 14:37:54
mail.ru,UPDATE,2024-08-20 00:20:19
ya.ru,UPDATE,2024-08-20 16:07:30
ya.ru,DELETE,2024-08-20 23:48:05
gmail.com,READ,2024-08-20 16:53:01
ya.ru,CREATE,2024-08-20 11:24:29
mail.ru,CREATE,2024-08-20 20:28:58
gmail.com,UPDATE,2024-08-20 00:47:23
ya.ru,DELETE,2024-08-20 07:00:15
gmail.com,DELETE,2024-08-20 20:55:19
gmail.com,CREATE,2024-08-20 19:28:28
mail.ru,CREATE,2024-08-20 07:00:54
mail.ru,UPDATE,2024-08-20 13:20:28
ya.ru,READ,2024-08-20 14:29:37
