email,action,dt
mail.ru,UPDATE,2024-06-11 19:59:30
gmail.com,READ,2024-06-11 08:35:14
ya.ru,READ,2024-06-11 17:08:16
gmail.com,READ,2024-06-11 12:50:14
ya.ru,DELETE,2024-06-11 09:10:14
mail.ru,DELETE,2024-06-11 15:14:27
mail.ru,UPDATE,2024-06-11 08:18:06
ya.ru,UPDATE,2024-06-11 11:42:09
ya.ru,DELETE,2024-06-11 02:00:10
ya.ru,READ,2024-06-11 14:36:08
ya.ru,CREATE,2024-06-11 14:35:56
gmail.com,READ,2024-06-11 19:16:06
mail.ru,READ,2024-06-11 12:01:50
gmail.com,CREATE,2024-06-11 22:39:27
ya.ru,UPDATE,2024-06-11 02:01:17
mail.ru,DELETE,2024-06-11 12:25:20
gmail.com,UPDATE,2024-06-11 01:43:33
ya.ru,CREATE,2024-06-11 13:31:08
ya.ru,CREATE,2024-06-11 05:58:23
mail.ru,UPDATE,2024-06-11 06:04:11
ya.ru,CREATE,2024-06-11 01:29:01
gmail.com,UPDATE,2024-06-11 22:22:22
gmail.com,UPDATE,2024-06-11 09:01:28
mail.ru,CREATE,2024-06-11 07:03:02
gmail.com,READ,2024-06-11 21:31:54
gmail.com,DELETE,2024-06-11 06:30:53
gmail.com,CREATE,2024-06-11 00:17:06
gmail.com,CREATE,2024-06-11 11:44:55
ya.ru,UPDATE,2024-06-11 15:57:45
ya.ru,CREATE,2024-06-11 08:03:43
mail.ru,UPDATE,2024-06-11 07:25:40
gmail.com,CREATE,2024-06-11 20:15:38
ya.ru,DELETE,2024-06-11 07:54:28
ya.ru,UPDATE,2024-06-11 13:40:10
gmail.com,UPDATE,2024-06-11 07:05:06
gmail.com,CREATE,2024-06-11 09:01:40
ya.ru,DELETE,2024-06-11 22:21:17
ya.ru,CREATE,2024-06-11 12:45:40
mail.ru,UPDATE,2024-06-11 22:34:18
gmail.com,UPDATE,2024-06-11 13:28:07
mail.ru,UPDATE,2024-06-11 04:34:13
ya.ru,READ,2024-06-11 17:42:01
gmail.com,DELETE,2024-06-11 07:08:52
mail.ru,CREATE,2024-06-11 21:05:15
ya.ru,CREATE,2024-06-11 21:41:22
mail.ru,CREATE,2024-06-11 18:46:58
ya.ru,READ,2024-06-11 00:16:42
ya.ru,UPDATE,2024-06-11 18:34:51
ya.ru,READ,2024-06-11 16:36:26
gmail.com,UPDATE,2024-06-11 07:29:20
ya.ru,DELETE,2024-06-11 13:04:29
gmail.com,READ,2024-06-11 13:58:44
ya.ru,DELETE,2024-06-11 14:25:21
gmail.com,CREATE,2024-06-11 09:48:12
ya.ru,UPDATE,2024-06-11 17:36:24
mail.ru,CREATE,2024-06-11 04:24:03
mail.ru,UPDATE,2024-06-11 11:20:44
gmail.com,DELETE,2024-06-11 11:57:26
ya.ru,DELETE,2024-06-11 00:37:29
gmail.com,UPDATE,2024-06-11 14:22:24
ya.ru,UPDATE,2024-06-11 01:25:04
ya.ru,READ,2024-06-11 17:51:39
gmail.com,CREATE,2024-06-11 10:08:01
mail.ru,CREATE,2024-06-11 21:34:52
ya.ru,READ,2024-06-11 08:18:41
ya.ru,CREATE,2024-06-11 18:02:31
mail.ru,UPDATE,2024-06-11 19:22:20
gmail.com,UPDATE,2024-06-11 19:36:32
mail.ru,UPDATE,2024-06-11 12:56:13
gmail.com,UPDATE,2024-06-11 00:31:00
mail.ru,CREATE,2024-06-11 00:47:12
ya.ru,READ,2024-06-11 10:22:00
gmail.com,UPDATE,2024-06-11 16:11:49
ya.ru,DELETE,2024-06-11 22:55:05
mail.ru,DELETE,2024-06-11 03:07:31
ya.ru,DELETE,2024-06-11 01:30:03
mail.ru,READ,2024-06-11 10:13:03
ya.ru,DELETE,2024-06-11 16:28:25
mail.ru,DELETE,2024-06-11 05:30:29
ya.ru,DELETE,2024-06-11 01:17:28
ya.ru,UPDATE,2024-06-11 23:51:34
mail.ru,READ,2024-06-11 18:50:23
gmail.com,CREATE,2024-06-11 10:21:12
mail.ru,UPDATE,2024-06-11 06:21:08
gmail.com,UPDATE,2024-06-11 00:38:25
gmail.com,DELETE,2024-06-11 05:29:37
mail.ru,CREATE,2024-06-11 00:14:32
gmail.com,CREATE,2024-06-11 07:31:17
mail.ru,UPDATE,2024-06-11 09:48:52
