email,action,dt
ya.ru,UPDATE,2024-01-11 13:34:29
gmail.com,READ,2024-01-11 02:17:14
mail.ru,DELETE,2024-01-11 06:59:17
gmail.com,UPDATE,2024-01-11 18:38:57
ya.ru,CREATE,2024-01-11 14:32:43
ya.ru,CREATE,2024-01-11 01:10:48
mail.ru,UPDATE,2024-01-11 08:36:44
gmail.com,DELETE,2024-01-11 07:54:30
gmail.com,CREATE,2024-01-11 17:11:03
gmail.com,UPDATE,2024-01-11 06:16:25
mail.ru,READ,2024-01-11 07:40:14
mail.ru,READ,2024-01-11 05:57:35
mail.ru,UPDATE,2024-01-11 10:57:39
ya.ru,DELETE,2024-01-11 13:28:07
ya.ru,CREATE,2024-01-11 09:50:04
mail.ru,UPDATE,2024-01-11 12:57:36
gmail.com,UPDATE,2024-01-11 16:35:49
mail.ru,READ,2024-01-11 21:12:03
mail.ru,DELETE,2024-01-11 01:45:12
ya.ru,CREATE,2024-01-11 06:38:18
ya.ru,DELETE,2024-01-11 22:00:31
mail.ru,DELETE,2024-01-11 09:24:15
gmail.com,UPDATE,2024-01-11 03:38:17
ya.ru,READ,2024-01-11 15:07:44
gmail.com,READ,2024-01-11 03:30:56
ya.ru,READ,2024-01-11 23:27:57
gmail.com,UPDATE,2024-01-11 02:36:28
mail.ru,READ,2024-01-11 02:24:03
mail.ru,UPDATE,2024-01-11 00:37:43
ya.ru,DELETE,2024-01-11 09:24:45
mail.ru,UPDATE,2024-01-11 21:07:48
gmail.com,DELETE,2024-01-11 10:16:53
mail.ru,UPDATE,2024-01-11 07:52:13
ya.ru,UPDATE,2024-01-11 02:47:17
gmail.com,DELETE,2024-01-11 00:57:12
gmail.com,DELETE,2024-01-11 11:28:24
mail.ru,DELETE,2024-01-11 22:43:43
ya.ru,DELETE,2024-01-11 20:25:13
mail.ru,DELETE,2024-01-11 16:18:07
gmail.com,UPDATE,2024-01-11 13:48:34
mail.ru,DELETE,2024-01-11 13:20:35
mail.ru,READ,2024-01-11 20:04:47
ya.ru,CREATE,2024-01-11 02:40:14
ya.ru,CREATE,2024-01-11 23:13:14
ya.ru,READ,2024-01-11 06:07:08
ya.ru,DELETE,2024-01-11 17:22:59
mail.ru,READ,2024-01-11 02:45:16
mail.ru,CREATE,2024-01-11 14:51:47
gmail.com,DELETE,2024-01-11 06:34:50
ya.ru,CREATE,2024-01-11 07:54:31
gmail.com,READ,2024-01-11 15:48:03
ya.ru,DELETE,2024-01-11 14:08:02
mail.ru,UPDATE,2024-01-11 07:31:54
ya.ru,CREATE,2024-01-11 10:49:02
gmail.com,CREATE,2024-01-11 22:05:53
gmail.com,READ,2024-01-11 01:45:23
ya.ru,UPDATE,2024-01-11 14:57:48
ya.ru,READ,2024-01-11 07:30:51
ya.ru,UPDATE,2024-01-11 00:15:50
ya.ru,CREATE,2024-01-11 04:27:28
gmail.com,READ,2024-01-11 09:00:40
ya.ru,READ,2024-01-11 07:02:48
mail.ru,UPDATE,2024-01-11 11:26:56
gmail.com,DELETE,2024-01-11 23:11:21
mail.ru,READ,2024-01-11 11:44:03
mail.ru,READ,2024-01-11 19:47:06
ya.ru,DELETE,2024-01-11 05:19:07
ya.ru,READ,2024-01-11 06:15:39
ya.ru,CREATE,2024-01-11 09:39:07
gmail.com,READ,2024-01-11 09:48:40
gmail.com,UPDATE,2024-01-11 14:56:03
ya.ru,READ,2024-01-11 06:40:03
mail.ru,UPDATE,2024-01-11 18:38:32
gmail.com,UPDATE,2024-01-11 10:12:00
gmail.com,READ,2024-01-11 08:48:42
gmail.com,DELETE,2024-01-11 16:07:08
mail.ru,UPDATE,2024-01-11 01:49:50
gmail.com,READ,2024-01-11 11:20:31
ya.ru,UPDATE,2024-01-11 02:11:13
ya.ru,UPDATE,2024-01-11 15:43:52
gmail.com,DELETE,2024-01-11 21:01:36
ya.ru,DELETE,2024-01-11 01:01:28
gmail.com,READ,2024-01-11 01:52:15
ya.ru,DELETE,2024-01-11 19:30:10
mail.ru,DELETE,2024-01-11 18:07:27
mail.ru,UPDATE,2024-01-11 17:38:39
ya.ru,DELETE,2024-01-11 19:47:18
gmail.com,UPDATE,2024-01-11 02:53:05
gmail.com,CREATE,2024-01-11 17:31:08
ya.ru,UPDATE,2024-01-11 22:57:49
mail.ru,CREATE,2024-01-11 11:45:46
mail.ru,CREATE,2024-01-11 20:44:56
mail.ru,DELETE,2024-01-11 04:50:17
ya.ru,UPDATE,2024-01-11 13:36:26
ya.ru,DELETE,2024-01-11 14:18:34
ya.ru,READ,2024-01-11 05:18:26
ya.ru,CREATE,2024-01-11 14:50:41
gmail.com,READ,2024-01-11 12:35:33
ya.ru,READ,2024-01-11 05:16:48
mail.ru,UPDATE,2024-01-11 20:18:16
mail.ru,UPDATE,2024-01-11 02:50:26
gmail.com,READ,2024-01-11 04:54:00
mail.ru,READ,2024-01-11 07:22:34
mail.ru,DELETE,2024-01-11 17:07:08
gmail.com,CREATE,2024-01-11 09:59:54
mail.ru,READ,2024-01-11 23:09:32
mail.ru,UPDATE,2024-01-11 15:23:10
ya.ru,UPDATE,2024-01-11 06:22:46
mail.ru,UPDATE,2024-01-11 08:07:44
gmail.com,READ,2024-01-11 18:49:20
gmail.com,UPDATE,2024-01-11 08:58:03
ya.ru,CREATE,2024-01-11 02:31:25
mail.ru,CREATE,2024-01-11 23:46:21
ya.ru,CREATE,2024-01-11 06:10:15
mail.ru,DELETE,2024-01-11 06:18:20
gmail.com,READ,2024-01-11 20:21:53
mail.ru,DELETE,2024-01-11 19:18:50
gmail.com,CREATE,2024-01-11 04:07:52
ya.ru,CREATE,2024-01-11 13:56:55
gmail.com,CREATE,2024-01-11 12:33:53
gmail.com,UPDATE,2024-01-11 09:50:47
gmail.com,CREATE,2024-01-11 14:58:24
ya.ru,DELETE,2024-01-11 03:10:00
gmail.com,CREATE,2024-01-11 16:19:05
mail.ru,DELETE,2024-01-11 17:40:52
ya.ru,READ,2024-01-11 11:13:33
gmail.com,CREATE,2024-01-11 06:34:13
gmail.com,READ,2024-01-11 08:03:24
gmail.com,READ,2024-01-11 07:48:25
gmail.com,READ,2024-01-11 19:40:52
mail.ru,DELETE,2024-01-11 02:38:53
mail.ru,CREATE,2024-01-11 04:05:53
mail.ru,READ,2024-01-11 21:30:57
mail.ru,CREATE,2024-01-11 07:55:06
gmail.com,READ,2024-01-11 15:54:11
mail.ru,DELETE,2024-01-11 06:08:46
mail.ru,UPDATE,2024-01-11 01:04:28
mail.ru,READ,2024-01-11 13:22:28
gmail.com,UPDATE,2024-01-11 15:52:43
gmail.com,READ,2024-01-11 22:09:40
ya.ru,READ,2024-01-11 18:24:29
mail.ru,CREATE,2024-01-11 13:12:24
mail.ru,CREATE,2024-01-11 01:14:07
mail.ru,DELETE,2024-01-11 02:11:03
mail.ru,CREATE,2024-01-11 06:49:26
mail.ru,UPDATE,2024-01-11 00:34:44
gmail.com,READ,2024-01-11 18:42:41
gmail.com,CREATE,2024-01-11 00:11:28
mail.ru,UPDATE,2024-01-11 17:16:50
gmail.com,UPDATE,2024-01-11 10:15:01
gmail.com,DELETE,2024-01-11 05:02:41
gmail.com,DELETE,2024-01-11 15:17:40
gmail.com,UPDATE,2024-01-11 17:41:40
mail.ru,READ,2024-01-11 21:36:33
gmail.com,CREATE,2024-01-11 01:23:27
