email,action,dt
ya.ru,CREATE,2024-04-27 13:50:28
gmail.com,READ,2024-04-27 13:36:51
mail.ru,CREATE,2024-04-27 03:10:07
gmail.com,DELETE,2024-04-27 21:56:04
ya.ru,DELETE,2024-04-27 20:23:02
mail.ru,UPDATE,2024-04-27 00:31:32
gmail.com,READ,2024-04-27 03:16:35
gmail.com,UPDATE,2024-04-27 05:14:15
gmail.com,CREATE,2024-04-27 03:41:23
gmail.com,READ,2024-04-27 03:30:59
mail.ru,DELETE,2024-04-27 17:25:44
ya.ru,UPDATE,2024-04-27 07:31:47
gmail.com,UPDATE,2024-04-27 13:37:02
gmail.com,DELETE,2024-04-27 22:16:08
ya.ru,READ,2024-04-27 14:40:17
gmail.com,CREATE,2024-04-27 20:55:20
mail.ru,CREATE,2024-04-27 00:55:51
mail.ru,CREATE,2024-04-27 18:39:38
mail.ru,DELETE,2024-04-27 10:01:34
mail.ru,READ,2024-04-27 00:30:28
mail.ru,DELETE,2024-04-27 17:10:22
gmail.com,UPDATE,2024-04-27 05:24:46
ya.ru,DELETE,2024-04-27 10:03:41
ya.ru,DELETE,2024-04-27 11:06:08
mail.ru,UPDATE,2024-04-27 09:26:46
mail.ru,READ,2024-04-27 03:10:12
gmail.com,UPDATE,2024-04-27 13:29:36
mail.ru,READ,2024-04-27 02:25:38
ya.ru,READ,2024-04-27 18:59:15
gmail.com,UPDATE,2024-04-27 21:47:23
gmail.com,CREATE,2024-04-27 00:33:59
gmail.com,DELETE,2024-04-27 18:00:32
mail.ru,READ,2024-04-27 16:20:21
gmail.com,READ,2024-04-27 05:32:53
ya.ru,UPDATE,2024-04-27 21:37:01
mail.ru,DELETE,2024-04-27 13:21:46
mail.ru,READ,2024-04-27 09:32:36
mail.ru,DELETE,2024-04-27 21:38:13
gmail.com,READ,2024-04-27 14:00:21
mail.ru,DELETE,2024-04-27 09:41:27
gmail.com,UPDATE,2024-04-27 20:34:15
ya.ru,CREATE,2024-04-27 09:38:02
ya.ru,READ,2024-04-27 02:22:46
ya.ru,UPDATE,2024-04-27 03:43:33
mail.ru,DELETE,2024-04-27 05:46:26
ya.ru,UPDATE,2024-04-27 21:12:49
gmail.com,UPDATE,2024-04-27 01:02:52
mail.ru,READ,2024-04-27 19:52:00
gmail.com,UPDATE,2024-04-27 06:57:19
gmail.com,CREATE,2024-04-27 06:00:01
mail.ru,DELETE,2024-04-27 11:17:29
mail.ru,READ,2024-04-27 14:38:00
mail.ru,READ,2024-04-27 18:17:27
mail.ru,DELETE,2024-04-27 04:43:44
ya.ru,CREATE,2024-04-27 08:52:01
ya.ru,READ,2024-04-27 08:19:45
mail.ru,CREATE,2024-04-27 05:33:17
ya.ru,DELETE,2024-04-27 07:17:53
ya.ru,UPDATE,2024-04-27 16:25:21
ya.ru,CREATE,2024-04-27 12:30:51
mail.ru,CREATE,2024-04-27 09:21:09
mail.ru,CREATE,2024-04-27 19:03:58
mail.ru,UPDATE,2024-04-27 19:24:13
ya.ru,DELETE,2024-04-27 01:54:52
gmail.com,UPDATE,2024-04-27 11:41:12
mail.ru,CREATE,2024-04-27 05:23:37
mail.ru,READ,2024-04-27 08:34:14
ya.ru,CREATE,2024-04-27 21:23:18
mail.ru,READ,2024-04-27 21:50:46
ya.ru,CREATE,2024-04-27 17:42:53
ya.ru,CREATE,2024-04-27 14:27:05
gmail.com,UPDATE,2024-04-27 03:28:36
gmail.com,UPDATE,2024-04-27 10:16:50
ya.ru,CREATE,2024-04-27 01:02:57
mail.ru,DELETE,2024-04-27 12:01:00
gmail.com,READ,2024-04-27 01:31:12
gmail.com,READ,2024-04-27 01:18:54
gmail.com,DELETE,2024-04-27 12:41:12
mail.ru,READ,2024-04-27 12:54:31
gmail.com,READ,2024-04-27 08:21:32
ya.ru,CREATE,2024-04-27 11:39:43
gmail.com,CREATE,2024-04-27 17:30:10
mail.ru,CREATE,2024-04-27 06:59:04
gmail.com,READ,2024-04-27 14:55:08
mail.ru,DELETE,2024-04-27 07:53:26
ya.ru,READ,2024-04-27 13:54:00
ya.ru,CREATE,2024-04-27 17:10:25
mail.ru,UPDATE,2024-04-27 08:50:00
gmail.com,CREATE,2024-04-27 16:43:15
ya.ru,READ,2024-04-27 01:44:03
mail.ru,CREATE,2024-04-27 02:51:30
mail.ru,UPDATE,2024-04-27 23:45:02
gmail.com,CREATE,2024-04-27 15:42:10
gmail.com,DELETE,2024-04-27 12:23:49
ya.ru,CREATE,2024-04-27 07:35:45
gmail.com,CREATE,2024-04-27 07:07:48
ya.ru,READ,2024-04-27 05:09:57
mail.ru,UPDATE,2024-04-27 16:36:38
mail.ru,UPDATE,2024-04-27 10:11:12
mail.ru,READ,2024-04-27 23:18:43
ya.ru,READ,2024-04-27 12:54:01
gmail.com,DELETE,2024-04-27 21:37:18
ya.ru,CREATE,2024-04-27 04:50:58
gmail.com,CREATE,2024-04-27 12:29:02
gmail.com,UPDATE,2024-04-27 00:38:31
mail.ru,DELETE,2024-04-27 13:07:14
mail.ru,READ,2024-04-27 05:31:08
ya.ru,UPDATE,2024-04-27 18:08:47
gmail.com,UPDATE,2024-04-27 13:17:32
mail.ru,DELETE,2024-04-27 09:26:54
ya.ru,CREATE,2024-04-27 14:41:14
ya.ru,UPDATE,2024-04-27 06:44:06
gmail.com,READ,2024-04-27 02:20:08
gmail.com,CREATE,2024-04-27 21:27:46
ya.ru,DELETE,2024-04-27 02:16:34
mail.ru,UPDATE,2024-04-27 15:48:39
gmail.com,READ,2024-04-27 06:14:55
ya.ru,UPDATE,2024-04-27 11:10:58
gmail.com,UPDATE,2024-04-27 12:50:39
ya.ru,DELETE,2024-04-27 01:23:21
mail.ru,CREATE,2024-04-27 03:40:58
ya.ru,UPDATE,2024-04-27 14:53:30
ya.ru,DELETE,2024-04-27 07:25:57
gmail.com,READ,2024-04-27 22:49:20
mail.ru,CREATE,2024-04-27 14:35:25
gmail.com,CREATE,2024-04-27 21:53:15
mail.ru,CREATE,2024-04-27 22:58:39
ya.ru,CREATE,2024-04-27 11:47:32
mail.ru,READ,2024-04-27 05:21:21
gmail.com,UPDATE,2024-04-27 11:44:41
ya.ru,DELETE,2024-04-27 15:21:26
gmail.com,READ,2024-04-27 16:11:49
gmail.com,CREATE,2024-04-27 04:58:35
gmail.com,UPDATE,2024-04-27 23:21:31
gmail.com,READ,2024-04-27 00:54:28
mail.ru,READ,2024-04-27 18:05:38
mail.ru,UPDATE,2024-04-27 12:04:19
ya.ru,CREATE,2024-04-27 19:39:19
gmail.com,UPDATE,2024-04-27 15:12:49
ya.ru,DELETE,2024-04-27 06:17:00
ya.ru,DELETE,2024-04-27 14:22:26
mail.ru,CREATE,2024-04-27 04:48:31
gmail.com,UPDATE,2024-04-27 14:47:41
