email,action,dt
mail.ru,DELETE,2024-06-14 05:51:43
gmail.com,DELETE,2024-06-14 09:23:52
ya.ru,UPDATE,2024-06-14 01:59:31
ya.ru,READ,2024-06-14 03:23:04
ya.ru,CREATE,2024-06-14 09:07:37
gmail.com,CREATE,2024-06-14 19:44:09
gmail.com,CREATE,2024-06-14 22:44:42
mail.ru,CREATE,2024-06-14 22:32:17
mail.ru,UPDATE,2024-06-14 09:28:37
mail.ru,CREATE,2024-06-14 23:50:38
gmail.com,DELETE,2024-06-14 13:25:30
ya.ru,READ,2024-06-14 21:58:18
gmail.com,READ,2024-06-14 13:06:43
mail.ru,UPDATE,2024-06-14 02:08:01
mail.ru,READ,2024-06-14 10:31:36
gmail.com,DELETE,2024-06-14 22:17:33
mail.ru,DELETE,2024-06-14 09:03:53
ya.ru,CREATE,2024-06-14 05:05:15
mail.ru,READ,2024-06-14 02:18:17
mail.ru,UPDATE,2024-06-14 21:27:01
mail.ru,READ,2024-06-14 05:14:13
gmail.com,READ,2024-06-14 21:39:28
gmail.com,CREATE,2024-06-14 16:58:59
ya.ru,READ,2024-06-14 14:56:38
mail.ru,READ,2024-06-14 11:36:24
ya.ru,UPDATE,2024-06-14 04:15:40
gmail.com,UPDATE,2024-06-14 18:57:43
gmail.com,READ,2024-06-14 23:00:19
gmail.com,UPDATE,2024-06-14 21:56:01
gmail.com,READ,2024-06-14 03:57:42
ya.ru,UPDATE,2024-06-14 18:37:16
gmail.com,READ,2024-06-14 14:06:19
ya.ru,UPDATE,2024-06-14 20:52:49
mail.ru,CREATE,2024-06-14 18:23:38
mail.ru,READ,2024-06-14 08:05:35
gmail.com,DELETE,2024-06-14 03:35:23
mail.ru,UPDATE,2024-06-14 20:14:35
ya.ru,UPDATE,2024-06-14 23:09:54
mail.ru,READ,2024-06-14 15:10:11
ya.ru,READ,2024-06-14 12:01:44
mail.ru,UPDATE,2024-06-14 14:28:06
gmail.com,DELETE,2024-06-14 06:02:27
mail.ru,READ,2024-06-14 01:38:33
ya.ru,DELETE,2024-06-14 17:56:11
ya.ru,UPDATE,2024-06-14 10:38:40
gmail.com,DELETE,2024-06-14 15:05:57
mail.ru,UPDATE,2024-06-14 22:33:59
mail.ru,READ,2024-06-14 05:13:52
gmail.com,DELETE,2024-06-14 09:50:38
ya.ru,UPDATE,2024-06-14 14:58:13
ya.ru,UPDATE,2024-06-14 00:55:39
mail.ru,READ,2024-06-14 09:22:43
gmail.com,CREATE,2024-06-14 21:01:01
mail.ru,READ,2024-06-14 01:53:27
mail.ru,READ,2024-06-14 12:34:50
ya.ru,UPDATE,2024-06-14 05:39:13
mail.ru,READ,2024-06-14 11:53:40
mail.ru,READ,2024-06-14 05:09:06
gmail.com,CREATE,2024-06-14 17:06:09
gmail.com,CREATE,2024-06-14 17:24:35
mail.ru,DELETE,2024-06-14 09:04:34
gmail.com,CREATE,2024-06-14 13:00:46
ya.ru,CREATE,2024-06-14 10:58:45
gmail.com,DELETE,2024-06-14 15:56:50
