email,action,dt
gmail.com,CREATE,2024-03-15 01:56:14
mail.ru,DELETE,2024-03-15 07:05:05
mail.ru,READ,2024-03-15 00:28:46
ya.ru,DELETE,2024-03-15 05:14:18
ya.ru,CREATE,2024-03-15 16:04:16
gmail.com,UPDATE,2024-03-15 22:13:50
ya.ru,READ,2024-03-15 05:03:55
gmail.com,READ,2024-03-15 08:08:42
mail.ru,DELETE,2024-03-15 20:18:45
gmail.com,DELETE,2024-03-15 03:55:17
gmail.com,CREATE,2024-03-15 03:41:23
mail.ru,DELETE,2024-03-15 08:38:53
mail.ru,DELETE,2024-03-15 02:43:53
gmail.com,DELETE,2024-03-15 07:12:44
gmail.com,CREATE,2024-03-15 11:01:11
mail.ru,DELETE,2024-03-15 03:19:48
mail.ru,CREATE,2024-03-15 18:15:16
mail.ru,DELETE,2024-03-15 15:52:41
gmail.com,READ,2024-03-15 03:05:54
ya.ru,DELETE,2024-03-15 12:27:00
ya.ru,UPDATE,2024-03-15 06:51:46
mail.ru,READ,2024-03-15 16:12:03
ya.ru,UPDATE,2024-03-15 20:14:34
mail.ru,UPDATE,2024-03-15 06:38:22
gmail.com,DELETE,2024-03-15 23:37:19
mail.ru,DELETE,2024-03-15 06:47:40
mail.ru,CREATE,2024-03-15 12:19:52
mail.ru,CREATE,2024-03-15 07:26:34
mail.ru,DELETE,2024-03-15 19:13:40
mail.ru,UPDATE,2024-03-15 15:14:53
mail.ru,UPDATE,2024-03-15 08:12:17
gmail.com,READ,2024-03-15 18:53:50
gmail.com,READ,2024-03-15 01:43:48
gmail.com,DELETE,2024-03-15 09:01:19
ya.ru,UPDATE,2024-03-15 16:13:27
ya.ru,READ,2024-03-15 16:44:52
mail.ru,CREATE,2024-03-15 16:28:38
mail.ru,READ,2024-03-15 04:42:41
gmail.com,READ,2024-03-15 01:24:28
mail.ru,UPDATE,2024-03-15 08:29:38
mail.ru,DELETE,2024-03-15 12:15:06
mail.ru,DELETE,2024-03-15 11:11:42
ya.ru,UPDATE,2024-03-15 23:20:27
ya.ru,UPDATE,2024-03-15 21:00:16
gmail.com,UPDATE,2024-03-15 21:36:00
mail.ru,READ,2024-03-15 16:30:20
gmail.com,DELETE,2024-03-15 21:33:36
mail.ru,CREATE,2024-03-15 09:05:17
ya.ru,DELETE,2024-03-15 21:14:19
ya.ru,UPDATE,2024-03-15 07:48:46
mail.ru,READ,2024-03-15 15:40:16
mail.ru,READ,2024-03-15 22:25:35
ya.ru,UPDATE,2024-03-15 12:00:11
ya.ru,CREATE,2024-03-15 19:17:27
mail.ru,READ,2024-03-15 05:56:57
mail.ru,CREATE,2024-03-15 13:54:48
gmail.com,DELETE,2024-03-15 10:22:43
mail.ru,CREATE,2024-03-15 03:44:47
mail.ru,CREATE,2024-03-15 05:19:25
mail.ru,READ,2024-03-15 02:03:14
mail.ru,DELETE,2024-03-15 10:02:19
gmail.com,UPDATE,2024-03-15 21:07:31
mail.ru,DELETE,2024-03-15 04:25:40
gmail.com,UPDATE,2024-03-15 19:13:14
gmail.com,UPDATE,2024-03-15 07:35:30
mail.ru,READ,2024-03-15 14:45:45
ya.ru,UPDATE,2024-03-15 21:41:21
ya.ru,READ,2024-03-15 10:29:36
ya.ru,UPDATE,2024-03-15 11:33:29
mail.ru,UPDATE,2024-03-15 08:15:06
mail.ru,CREATE,2024-03-15 01:37:59
mail.ru,CREATE,2024-03-15 11:24:21
mail.ru,CREATE,2024-03-15 09:02:10
gmail.com,READ,2024-03-15 17:24:51
ya.ru,READ,2024-03-15 10:30:44
gmail.com,READ,2024-03-15 22:15:39
gmail.com,READ,2024-03-15 10:50:34
ya.ru,CREATE,2024-03-15 17:52:11
gmail.com,DELETE,2024-03-15 00:46:15
