email,action,dt
gmail.com,CREATE,2024-10-14 08:08:04
mail.ru,UPDATE,2024-10-14 13:14:59
ya.ru,READ,2024-10-14 15:42:22
ya.ru,DELETE,2024-10-14 20:35:37
ya.ru,DELETE,2024-10-14 13:03:25
mail.ru,DELETE,2024-10-14 01:41:36
gmail.com,DELETE,2024-10-14 17:11:42
gmail.com,READ,2024-10-14 09:09:01
mail.ru,READ,2024-10-14 20:33:18
gmail.com,READ,2024-10-14 20:34:09
mail.ru,DELETE,2024-10-14 10:29:44
mail.ru,CREATE,2024-10-14 10:55:11
ya.ru,READ,2024-10-14 09:26:01
gmail.com,CREATE,2024-10-14 21:18:18
ya.ru,READ,2024-10-14 04:27:55
gmail.com,READ,2024-10-14 21:24:58
mail.ru,READ,2024-10-14 16:57:50
mail.ru,READ,2024-10-14 18:47:52
mail.ru,CREATE,2024-10-14 16:32:23
ya.ru,READ,2024-10-14 00:55:08
ya.ru,UPDATE,2024-10-14 00:43:31
mail.ru,READ,2024-10-14 23:39:18
gmail.com,CREATE,2024-10-14 00:49:10
gmail.com,UPDATE,2024-10-14 18:35:12
ya.ru,CREATE,2024-10-14 15:55:34
ya.ru,CREATE,2024-10-14 17:14:31
ya.ru,CREATE,2024-10-14 01:15:50
gmail.com,DELETE,2024-10-14 21:37:45
gmail.com,CREATE,2024-10-14 23:45:39
ya.ru,READ,2024-10-14 17:41:24
gmail.com,DELETE,2024-10-14 15:57:38
ya.ru,DELETE,2024-10-14 12:02:16
ya.ru,DELETE,2024-10-14 07:24:21
gmail.com,UPDATE,2024-10-14 09:10:40
gmail.com,UPDATE,2024-10-14 12:38:12
gmail.com,UPDATE,2024-10-14 18:45:36
gmail.com,DELETE,2024-10-14 05:47:59
mail.ru,CREATE,2024-10-14 22:42:06
gmail.com,DELETE,2024-10-14 08:13:56
ya.ru,DELETE,2024-10-14 00:27:57
mail.ru,CREATE,2024-10-14 21:21:58
gmail.com,DELETE,2024-10-14 17:45:50
ya.ru,CREATE,2024-10-14 19:04:09
ya.ru,CREATE,2024-10-14 00:32:32
ya.ru,CREATE,2024-10-14 15:40:33
mail.ru,CREATE,2024-10-14 02:09:48
ya.ru,CREATE,2024-10-14 21:01:52
ya.ru,CREATE,2024-10-14 06:43:17
ya.ru,READ,2024-10-14 18:59:26
ya.ru,CREATE,2024-10-14 09:32:03
mail.ru,DELETE,2024-10-14 11:39:22
ya.ru,READ,2024-10-14 07:57:56
mail.ru,UPDATE,2024-10-14 07:34:36
mail.ru,DELETE,2024-10-14 09:00:19
