email,action,dt
ya.ru,CREATE,2024-08-05 13:50:16
mail.ru,DELETE,2024-08-05 10:20:56
mail.ru,UPDATE,2024-08-05 00:45:28
mail.ru,DELETE,2024-08-05 16:23:46
ya.ru,READ,2024-08-05 11:38:15
ya.ru,CREATE,2024-08-05 00:37:53
ya.ru,READ,2024-08-05 09:47:45
ya.ru,DELETE,2024-08-05 16:21:25
ya.ru,UPDATE,2024-08-05 10:58:25
mail.ru,CREATE,2024-08-05 09:19:41
mail.ru,DELETE,2024-08-05 07:35:09
gmail.com,CREATE,2024-08-05 01:10:58
ya.ru,READ,2024-08-05 04:36:23
gmail.com,CREATE,2024-08-05 04:08:49
mail.ru,CREATE,2024-08-05 12:10:56
gmail.com,CREATE,2024-08-05 13:54:56
ya.ru,UPDATE,2024-08-05 01:30:18
gmail.com,CREATE,2024-08-05 21:02:46
gmail.com,DELETE,2024-08-05 22:38:17
gmail.com,READ,2024-08-05 16:31:11
ya.ru,DELETE,2024-08-05 20:44:09
gmail.com,UPDATE,2024-08-05 03:17:44
ya.ru,CREATE,2024-08-05 07:11:05
mail.ru,READ,2024-08-05 14:16:38
mail.ru,CREATE,2024-08-05 00:21:17
mail.ru,CREATE,2024-08-05 10:41:43
mail.ru,DELETE,2024-08-05 03:15:13
gmail.com,UPDATE,2024-08-05 11:11:47
mail.ru,READ,2024-08-05 22:38:58
gmail.com,READ,2024-08-05 14:00:00
mail.ru,READ,2024-08-05 01:01:10
mail.ru,DELETE,2024-08-05 19:03:44
ya.ru,UPDATE,2024-08-05 12:46:54
gmail.com,READ,2024-08-05 05:14:57
ya.ru,CREATE,2024-08-05 02:57:18
gmail.com,DELETE,2024-08-05 06:49:54
ya.ru,DELETE,2024-08-05 12:30:58
ya.ru,UPDATE,2024-08-05 08:58:35
ya.ru,READ,2024-08-05 09:57:59
mail.ru,CREATE,2024-08-05 19:43:08
gmail.com,CREATE,2024-08-05 22:37:46
mail.ru,UPDATE,2024-08-05 07:47:40
ya.ru,CREATE,2024-08-05 02:07:03
