email,action,dt
ya.ru,DELETE,2024-03-11 22:02:24
ya.ru,CREATE,2024-03-11 16:15:35
gmail.com,DELETE,2024-03-11 11:26:04
mail.ru,CREATE,2024-03-11 13:57:58
ya.ru,UPDATE,2024-03-11 10:05:50
mail.ru,CREATE,2024-03-11 15:48:10
mail.ru,READ,2024-03-11 17:42:59
gmail.com,DELETE,2024-03-11 12:06:26
gmail.com,CREATE,2024-03-11 04:07:07
ya.ru,UPDATE,2024-03-11 16:57:19
mail.ru,CREATE,2024-03-11 04:52:09
gmail.com,READ,2024-03-11 01:01:12
mail.ru,CREATE,2024-03-11 21:50:15
ya.ru,UPDATE,2024-03-11 08:28:44
mail.ru,DELETE,2024-03-11 17:49:37
gmail.com,UPDATE,2024-03-11 04:58:21
gmail.com,UPDATE,2024-03-11 09:22:04
gmail.com,DELETE,2024-03-11 04:15:56
gmail.com,UPDATE,2024-03-11 03:55:47
mail.ru,CREATE,2024-03-11 06:23:15
mail.ru,UPDATE,2024-03-11 03:16:02
gmail.com,UPDATE,2024-03-11 00:36:32
mail.ru,CREATE,2024-03-11 16:39:17
gmail.com,READ,2024-03-11 13:41:21
mail.ru,DELETE,2024-03-11 20:36:16
ya.ru,CREATE,2024-03-11 08:49:33
mail.ru,DELETE,2024-03-11 01:01:46
mail.ru,DELETE,2024-03-11 22:20:05
gmail.com,UPDATE,2024-03-11 22:54:43
gmail.com,DELETE,2024-03-11 11:39:57
gmail.com,DELETE,2024-03-11 03:03:37
mail.ru,UPDATE,2024-03-11 05:35:39
gmail.com,READ,2024-03-11 16:54:26
ya.ru,READ,2024-03-11 22:12:00
ya.ru,READ,2024-03-11 11:33:23
ya.ru,UPDATE,2024-03-11 14:06:29
ya.ru,UPDATE,2024-03-11 07:47:43
mail.ru,CREATE,2024-03-11 13:39:09
gmail.com,READ,2024-03-11 19:18:44
mail.ru,CREATE,2024-03-11 15:28:10
gmail.com,READ,2024-03-11 22:38:13
mail.ru,READ,2024-03-11 08:26:18
mail.ru,DELETE,2024-03-11 11:54:10
gmail.com,UPDATE,2024-03-11 01:57:09
mail.ru,UPDATE,2024-03-11 14:28:48
ya.ru,DELETE,2024-03-11 06:40:10
gmail.com,UPDATE,2024-03-11 14:41:59
mail.ru,CREATE,2024-03-11 10:12:31
ya.ru,READ,2024-03-11 01:48:36
mail.ru,UPDATE,2024-03-11 12:40:47
gmail.com,CREATE,2024-03-11 07:22:53
gmail.com,READ,2024-03-11 03:08:05
ya.ru,READ,2024-03-11 23:24:48
gmail.com,READ,2024-03-11 07:00:14
ya.ru,UPDATE,2024-03-11 18:30:59
mail.ru,READ,2024-03-11 11:22:31
gmail.com,READ,2024-03-11 05:57:44
ya.ru,UPDATE,2024-03-11 08:14:23
ya.ru,READ,2024-03-11 19:41:03
gmail.com,DELETE,2024-03-11 05:03:44
mail.ru,CREATE,2024-03-11 03:46:43
ya.ru,CREATE,2024-03-11 05:43:11
ya.ru,UPDATE,2024-03-11 19:19:56
ya.ru,UPDATE,2024-03-11 19:15:29
mail.ru,READ,2024-03-11 09:40:23
gmail.com,DELETE,2024-03-11 00:06:56
gmail.com,CREATE,2024-03-11 20:58:29
ya.ru,DELETE,2024-03-11 12:39:50
mail.ru,CREATE,2024-03-11 05:17:22
ya.ru,UPDATE,2024-03-11 23:27:07
ya.ru,CREATE,2024-03-11 23:42:26
ya.ru,DELETE,2024-03-11 14:32:51
ya.ru,DELETE,2024-03-11 02:16:11
mail.ru,DELETE,2024-03-11 13:36:24
mail.ru,CREATE,2024-03-11 19:02:34
mail.ru,READ,2024-03-11 23:20:48
ya.ru,CREATE,2024-03-11 03:10:03
mail.ru,DELETE,2024-03-11 17:11:21
mail.ru,CREATE,2024-03-11 06:43:58
mail.ru,READ,2024-03-11 17:40:47
mail.ru,CREATE,2024-03-11 01:37:17
mail.ru,DELETE,2024-03-11 18:00:57
mail.ru,UPDATE,2024-03-11 07:55:13
ya.ru,DELETE,2024-03-11 04:24:52
gmail.com,UPDATE,2024-03-11 18:51:49
mail.ru,DELETE,2024-03-11 02:21:23
mail.ru,READ,2024-03-11 01:09:50
gmail.com,UPDATE,2024-03-11 16:56:55
mail.ru,DELETE,2024-03-11 13:11:39
gmail.com,UPDATE,2024-03-11 11:40:49
mail.ru,READ,2024-03-11 22:56:12
ya.ru,UPDATE,2024-03-11 20:11:26
gmail.com,DELETE,2024-03-11 23:12:09
ya.ru,CREATE,2024-03-11 17:17:42
gmail.com,READ,2024-03-11 15:24:46
mail.ru,READ,2024-03-11 06:36:58
ya.ru,UPDATE,2024-03-11 11:04:50
ya.ru,UPDATE,2024-03-11 06:44:17
ya.ru,DELETE,2024-03-11 11:35:36
gmail.com,DELETE,2024-03-11 02:11:52
gmail.com,CREATE,2024-03-11 19:21:50
mail.ru,READ,2024-03-11 04:04:07
