email,action,dt
ya.ru,CREATE,2024-11-27 07:50:17
gmail.com,UPDATE,2024-11-27 00:37:05
gmail.com,READ,2024-11-27 17:32:33
ya.ru,CREATE,2024-11-27 07:13:08
mail.ru,READ,2024-11-27 16:16:17
mail.ru,DELETE,2024-11-27 00:27:27
gmail.com,CREATE,2024-11-27 03:54:55
gmail.com,CREATE,2024-11-27 03:25:04
gmail.com,CREATE,2024-11-27 09:51:59
gmail.com,DELETE,2024-11-27 12:33:49
ya.ru,DELETE,2024-11-27 08:26:22
gmail.com,READ,2024-11-27 05:25:31
ya.ru,CREATE,2024-11-27 18:20:06
gmail.com,UPDATE,2024-11-27 05:04:48
ya.ru,UPDATE,2024-11-27 08:48:21
gmail.com,READ,2024-11-27 18:16:40
mail.ru,READ,2024-11-27 19:25:08
ya.ru,UPDATE,2024-11-27 12:35:35
gmail.com,DELETE,2024-11-27 06:33:58
mail.ru,READ,2024-11-27 10:55:10
gmail.com,CREATE,2024-11-27 19:21:57
mail.ru,CREATE,2024-11-27 08:53:42
gmail.com,DELETE,2024-11-27 13:50:58
ya.ru,DELETE,2024-11-27 03:05:02
gmail.com,DELETE,2024-11-27 22:50:20
gmail.com,CREATE,2024-11-27 05:24:24
mail.ru,READ,2024-11-27 22:02:46
gmail.com,DELETE,2024-11-27 17:52:55
ya.ru,DELETE,2024-11-27 10:00:26
mail.ru,UPDATE,2024-11-27 13:32:15
mail.ru,CREATE,2024-11-27 01:52:03
gmail.com,UPDATE,2024-11-27 09:03:32
mail.ru,READ,2024-11-27 21:09:39
mail.ru,READ,2024-11-27 13:50:59
mail.ru,DELETE,2024-11-27 22:54:36
ya.ru,DELETE,2024-11-27 20:35:49
gmail.com,DELETE,2024-11-27 16:31:18
gmail.com,READ,2024-11-27 23:42:28
mail.ru,READ,2024-11-27 03:16:41
mail.ru,DELETE,2024-11-27 19:24:13
mail.ru,DELETE,2024-11-27 18:33:20
gmail.com,READ,2024-11-27 07:38:06
ya.ru,UPDATE,2024-11-27 02:55:09
mail.ru,READ,2024-11-27 15:56:39
mail.ru,READ,2024-11-27 17:30:51
gmail.com,CREATE,2024-11-27 03:54:10
ya.ru,READ,2024-11-27 04:16:22
mail.ru,CREATE,2024-11-27 22:25:05
ya.ru,DELETE,2024-11-27 20:33:12
mail.ru,DELETE,2024-11-27 09:05:17
mail.ru,READ,2024-11-27 14:13:11
gmail.com,READ,2024-11-27 19:21:08
mail.ru,DELETE,2024-11-27 14:47:54
gmail.com,DELETE,2024-11-27 20:11:05
mail.ru,READ,2024-11-27 14:57:46
gmail.com,READ,2024-11-27 16:30:19
mail.ru,UPDATE,2024-11-27 19:37:15
mail.ru,DELETE,2024-11-27 03:00:12
mail.ru,DELETE,2024-11-27 15:12:32
mail.ru,READ,2024-11-27 21:30:55
ya.ru,READ,2024-11-27 05:03:48
mail.ru,UPDATE,2024-11-27 21:12:41
mail.ru,DELETE,2024-11-27 06:46:14
gmail.com,READ,2024-11-27 21:30:07
ya.ru,READ,2024-11-27 02:58:07
gmail.com,CREATE,2024-11-27 14:27:06
ya.ru,READ,2024-11-27 05:15:57
gmail.com,UPDATE,2024-11-27 00:52:04
mail.ru,DELETE,2024-11-27 08:57:52
gmail.com,READ,2024-11-27 11:44:29
mail.ru,UPDATE,2024-11-27 16:09:30
ya.ru,READ,2024-11-27 14:07:46
mail.ru,READ,2024-11-27 10:26:31
mail.ru,UPDATE,2024-11-27 03:42:11
ya.ru,DELETE,2024-11-27 07:04:40
mail.ru,READ,2024-11-27 19:21:45
gmail.com,DELETE,2024-11-27 17:46:09
gmail.com,READ,2024-11-27 11:43:14
gmail.com,UPDATE,2024-11-27 19:12:14
ya.ru,READ,2024-11-27 05:57:24
ya.ru,UPDATE,2024-11-27 18:50:20
mail.ru,CREATE,2024-11-27 00:29:23
gmail.com,READ,2024-11-27 16:41:27
mail.ru,UPDATE,2024-11-27 21:10:18
mail.ru,UPDATE,2024-11-27 19:33:17
gmail.com,DELETE,2024-11-27 23:17:09
ya.ru,UPDATE,2024-11-27 10:32:48
mail.ru,UPDATE,2024-11-27 07:50:29
ya.ru,CREATE,2024-11-27 01:36:15
gmail.com,CREATE,2024-11-27 02:39:04
gmail.com,UPDATE,2024-11-27 20:17:32
ya.ru,UPDATE,2024-11-27 13:56:25
ya.ru,CREATE,2024-11-27 22:48:02
mail.ru,UPDATE,2024-11-27 14:06:04
gmail.com,UPDATE,2024-11-27 20:02:49
mail.ru,CREATE,2024-11-27 03:14:17
ya.ru,CREATE,2024-11-27 01:42:25
gmail.com,DELETE,2024-11-27 20:02:05
gmail.com,CREATE,2024-11-27 09:02:21
ya.ru,CREATE,2024-11-27 04:46:28
mail.ru,READ,2024-11-27 04:16:51
ya.ru,DELETE,2024-11-27 05:13:24
mail.ru,READ,2024-11-27 06:34:23
gmail.com,UPDATE,2024-11-27 05:38:58
ya.ru,READ,2024-11-27 17:22:14
gmail.com,DELETE,2024-11-27 02:30:56
ya.ru,DELETE,2024-11-27 11:55:32
