email,action,dt
gmail.com,READ,2024-06-13 07:03:58
ya.ru,DELETE,2024-06-13 05:54:17
mail.ru,READ,2024-06-13 11:06:42
mail.ru,UPDATE,2024-06-13 12:36:49
mail.ru,DELETE,2024-06-13 01:55:08
mail.ru,DELETE,2024-06-13 00:08:34
mail.ru,READ,2024-06-13 04:33:41
mail.ru,DELETE,2024-06-13 01:40:42
ya.ru,UPDATE,2024-06-13 10:45:04
gmail.com,UPDATE,2024-06-13 02:25:08
gmail.com,CREATE,2024-06-13 07:09:17
ya.ru,READ,2024-06-13 19:33:36
ya.ru,UPDATE,2024-06-13 23:42:24
mail.ru,CREATE,2024-06-13 02:08:43
ya.ru,UPDATE,2024-06-13 08:58:01
ya.ru,CREATE,2024-06-13 05:01:15
gmail.com,UPDATE,2024-06-13 19:56:45
ya.ru,DELETE,2024-06-13 18:45:43
ya.ru,UPDATE,2024-06-13 20:55:05
mail.ru,CREATE,2024-06-13 11:59:48
gmail.com,DELETE,2024-06-13 09:21:08
gmail.com,UPDATE,2024-06-13 15:16:12
ya.ru,DELETE,2024-06-13 00:30:47
mail.ru,READ,2024-06-13 04:04:43
gmail.com,CREATE,2024-06-13 05:30:57
ya.ru,UPDATE,2024-06-13 09:16:28
gmail.com,READ,2024-06-13 10:31:23
gmail.com,READ,2024-06-13 05:12:12
mail.ru,READ,2024-06-13 20:34:43
mail.ru,READ,2024-06-13 02:09:52
mail.ru,CREATE,2024-06-13 10:16:20
mail.ru,UPDATE,2024-06-13 07:06:10
gmail.com,READ,2024-06-13 09:38:51
gmail.com,READ,2024-06-13 15:46:47
ya.ru,UPDATE,2024-06-13 21:22:11
ya.ru,CREATE,2024-06-13 20:19:39
mail.ru,READ,2024-06-13 05:16:06
ya.ru,CREATE,2024-06-13 21:21:03
gmail.com,DELETE,2024-06-13 13:31:09
gmail.com,READ,2024-06-13 09:55:21
mail.ru,DELETE,2024-06-13 07:53:05
gmail.com,CREATE,2024-06-13 00:31:47
mail.ru,UPDATE,2024-06-13 17:36:18
mail.ru,CREATE,2024-06-13 12:55:09
ya.ru,UPDATE,2024-06-13 08:23:32
ya.ru,CREATE,2024-06-13 08:23:18
gmail.com,CREATE,2024-06-13 16:08:32
ya.ru,CREATE,2024-06-13 16:30:16
mail.ru,DELETE,2024-06-13 06:09:58
